Chr	width	gene_id	gene_name	gene_type	type	GENEID
chr17	1226	ENSMUSG00000090227	Gm16554	lncRNA	gene	ENSMUSG00000090227
chr17	198418	ENSMUSG00000039316	Rftn1	protein_coding	gene	ENSMUSG00000039316
chr17	3441	ENSMUSG00000117117	Gm49901	lncRNA	gene	ENSMUSG00000117117
chr17	9508	ENSMUSG00000104256	Gm37173	lncRNA	gene	ENSMUSG00000104256
chr17	1485	ENSMUSG00000117009	Gm41597	lncRNA	gene	ENSMUSG00000117009
chr17	7109	ENSMUSG00000067103	AY702103	lncRNA	gene	ENSMUSG00000067103
chr17	14242	ENSMUSG00000010592	Dazl	protein_coding	gene	ENSMUSG00000010592
chr17	59224	ENSMUSG00000117222	Gm49906	lncRNA	gene	ENSMUSG00000117222
chr17	438	ENSMUSG00000120612	Gm56891	lncRNA	gene	ENSMUSG00000120612
chr17	179082	ENSMUSG00000038910	Plcl2	protein_coding	gene	ENSMUSG00000038910
chr17	446229	ENSMUSG00000023923	Tbc1d5	protein_coding	gene	ENSMUSG00000023923
chr17	10630	ENSMUSG00000117204	C330011F03Rik	lncRNA	gene	ENSMUSG00000117204
chr17	582	ENSMUSG00000117181	Gm31143	lncRNA	gene	ENSMUSG00000117181
chr17	97104	ENSMUSG00000023927	Satb1	protein_coding	gene	ENSMUSG00000023927
chr17	82531	ENSMUSG00000117175	Gm20098	lncRNA	gene	ENSMUSG00000117175
chr17	177571	ENSMUSG00000100150	Gm19585	lncRNA	gene	ENSMUSG00000100150
chr17	22016	ENSMUSG00000117076	Gm41600	lncRNA	gene	ENSMUSG00000117076
chr17	37866	ENSMUSG00000117033	Gm49912	lncRNA	gene	ENSMUSG00000117033
chr17	9191	ENSMUSG00000117035	Gm5094	lncRNA	gene	ENSMUSG00000117035
chr17	9680	ENSMUSG00000098552	Gm27217	lncRNA	gene	ENSMUSG00000098552
chr17	376486	ENSMUSG00000035580	Kcnh8	protein_coding	gene	ENSMUSG00000035580
chr17	64433	ENSMUSG00000023931	Efhb	protein_coding	gene	ENSMUSG00000023931
chr17	28447	ENSMUSG00000017831	Rab5a	protein_coding	gene	ENSMUSG00000017831
chr17	4866	ENSMUSG00000117128	Gm49915	lncRNA	gene	ENSMUSG00000117128
chr17	31992	ENSMUSG00000044957	Pp2d1	protein_coding	gene	ENSMUSG00000044957
chr17	105860	ENSMUSG00000000708	Kat2b	protein_coding	gene	ENSMUSG00000000708
chr17	14548	ENSMUSG00000023940	Sgo1	protein_coding	gene	ENSMUSG00000023940
chr17	16703	ENSMUSG00000023122	Sult1c2	protein_coding	gene	ENSMUSG00000023122
chr17	29060	ENSMUSG00000023943	Sult1c1	protein_coding	gene	ENSMUSG00000023943
chr17	25445	ENSMUSG00000023945	Slc5a7	protein_coding	gene	ENSMUSG00000023945
chr17	17492	ENSMUSG00000099747	1700025K24Rik	lncRNA	gene	ENSMUSG00000099747
chr17	7911	ENSMUSG00000117132	Gm32055	lncRNA	gene	ENSMUSG00000117132
chr17	69200	ENSMUSG00000024172	St6gal2	protein_coding	gene	ENSMUSG00000024172
chr17	34823	ENSMUSG00000091504	Vmn2r118	protein_coding	gene	ENSMUSG00000091504
chr17	60678	ENSMUSG00000024174	Pot1b	protein_coding	gene	ENSMUSG00000024174
chr17	103679	ENSMUSG00000032915	Adgre4	protein_coding	gene	ENSMUSG00000032915
chr17	14039	ENSMUSG00000057835	Zfp119a	protein_coding	gene	ENSMUSG00000057835
chr17	6836	ENSMUSG00000003198	Zfp959	protein_coding	gene	ENSMUSG00000003198
chr17	11120	ENSMUSG00000062101	Zfp119b	protein_coding	gene	ENSMUSG00000062101
chr17	4383	ENSMUSG00000003206	Ebi3	protein_coding	gene	ENSMUSG00000003206
chr17	4611	ENSMUSG00000097077	Gm16712	lncRNA	gene	ENSMUSG00000097077
chr17	9187	ENSMUSG00000003208	Yju2	protein_coding	gene	ENSMUSG00000003208
chr17	6159	ENSMUSG00000039154	Shd	protein_coding	gene	ENSMUSG00000039154
chr17	10373	ENSMUSG00000011589	Fsd1	protein_coding	gene	ENSMUSG00000011589
chr17	8508	ENSMUSG00000038781	Stap2	protein_coding	gene	ENSMUSG00000038781
chr17	11080	ENSMUSG00000003199	Mpnd	protein_coding	gene	ENSMUSG00000003199
chr17	19886	ENSMUSG00000003200	Sh3gl1	protein_coding	gene	ENSMUSG00000003200
chr17	31851	ENSMUSG00000002835	Chaf1a	protein_coding	gene	ENSMUSG00000002835
chr17	7984	ENSMUSG00000019578	Ubxn6	protein_coding	gene	ENSMUSG00000019578
chr17	20974	ENSMUSG00000002833	Hdgfl2	protein_coding	gene	ENSMUSG00000002833
chr17	9213	ENSMUSG00000002831	Plin4	protein_coding	gene	ENSMUSG00000002831
chr17	5996	ENSMUSG00000011305	Plin5	protein_coding	gene	ENSMUSG00000011305
chr17	2324	ENSMUSG00000037095	Lrg1	protein_coding	gene	ENSMUSG00000037095
chr17	868	ENSMUSG00000121227	Gm56918	lncRNA	gene	ENSMUSG00000121227
chr17	17259	ENSMUSG00000001227	Sema6b	protein_coding	gene	ENSMUSG00000001227
chr17	11479	ENSMUSG00000044469	Tnfaip8l1	protein_coding	gene	ENSMUSG00000044469
chr17	8177	ENSMUSG00000019579	Mydgf	protein_coding	gene	ENSMUSG00000019579
chr17	32099	ENSMUSG00000001229	Dpp9	protein_coding	gene	ENSMUSG00000001229
chr17	1116	ENSMUSG00000117172	A230051N06Rik	lncRNA	gene	ENSMUSG00000117172
chr17	6801	ENSMUSG00000043683	Fem1a	protein_coding	gene	ENSMUSG00000043683
chr17	7468	ENSMUSG00000047123	Ticam1	protein_coding	gene	ENSMUSG00000047123
chr17	15398	ENSMUSG00000024197	Plin3	protein_coding	gene	ENSMUSG00000024197
chr17	6176	ENSMUSG00000073380	Arrdc5	protein_coding	gene	ENSMUSG00000073380
chr17	20166	ENSMUSG00000001228	Uhrf1	protein_coding	gene	ENSMUSG00000001228
chr17	76809	ENSMUSG00000024201	Kdm4b	protein_coding	gene	ENSMUSG00000024201
chr17	64058	ENSMUSG00000013236	Ptprs	protein_coding	gene	ENSMUSG00000013236
chr17	1184	ENSMUSG00000044526	Znrf4	protein_coding	gene	ENSMUSG00000044526
chr17	3026	ENSMUSG00000110218	Tincr	protein_coding	gene	ENSMUSG00000110218
chr17	23621	ENSMUSG00000042625	Safb2	protein_coding	gene	ENSMUSG00000042625
chr17	21470	ENSMUSG00000071054	Safb	protein_coding	gene	ENSMUSG00000071054
chr17	2320	ENSMUSG00000049760	Micos13	protein_coding	gene	ENSMUSG00000049760
chr17	1090	ENSMUSG00000120175	Gm56912	lncRNA	gene	ENSMUSG00000120175
chr17	828	ENSMUSG00000057863	Rpl36	protein_coding	gene	ENSMUSG00000057863
chr17	12591	ENSMUSG00000041168	Lonp1	protein_coding	gene	ENSMUSG00000041168
chr17	36314	ENSMUSG00000040828	Catsperd	protein_coding	gene	ENSMUSG00000040828
chr17	38471	ENSMUSG00000002372	Ranbp3	protein_coding	gene	ENSMUSG00000002372
chr17	4087	ENSMUSG00000054723	Vmac	protein_coding	gene	ENSMUSG00000054723
chr17	4375	ENSMUSG00000002379	Ndufa11	protein_coding	gene	ENSMUSG00000002379
chr17	6206	ENSMUSG00000039481	Nrtn	protein_coding	gene	ENSMUSG00000039481
chr17	5337	ENSMUSG00000007603	Dus3l	protein_coding	gene	ENSMUSG00000007603
chr17	1959	ENSMUSG00000090273	Prr22	protein_coding	gene	ENSMUSG00000090273
chr17	55117	ENSMUSG00000024206	Rfx2	protein_coding	gene	ENSMUSG00000024206
chr17	1497	ENSMUSG00000121209	Gm41604	lncRNA	gene	ENSMUSG00000121209
chr17	31345	ENSMUSG00000024207	Acsbg2	protein_coding	gene	ENSMUSG00000024207
chr17	13428	ENSMUSG00000024209	Acsbg3	protein_coding	gene	ENSMUSG00000024209
chr17	42805	ENSMUSG00000024212	Mllt1	protein_coding	gene	ENSMUSG00000024212
chr17	28637	ENSMUSG00000045019	Acer1	protein_coding	gene	ENSMUSG00000045019
chr17	1105	ENSMUSG00000117245	Gm49887	lncRNA	gene	ENSMUSG00000117245
chr17	5884	ENSMUSG00000002660	Clpp	protein_coding	gene	ENSMUSG00000002660
chr17	1984	ENSMUSG00000002661	Alkbh7	protein_coding	gene	ENSMUSG00000002661
chr17	562	ENSMUSG00000002664	Pspn	protein_coding	gene	ENSMUSG00000002664
chr17	7884	ENSMUSG00000002658	Gtf2f1	protein_coding	gene	ENSMUSG00000002658
chr17	9645	ENSMUSG00000109739	Gm17949	protein_coding	gene	ENSMUSG00000109739
chr17	10472	ENSMUSG00000007670	Khsrp	protein_coding	gene	ENSMUSG00000007670
chr17	8882	ENSMUSG00000011486	Slc25a41	protein_coding	gene	ENSMUSG00000011486
chr17	5369	ENSMUSG00000091390	Gm17168	lncRNA	gene	ENSMUSG00000091390
chr17	16153	ENSMUSG00000046329	Slc25a23	protein_coding	gene	ENSMUSG00000046329
chr17	6814	ENSMUSG00000044279	Crb3	protein_coding	gene	ENSMUSG00000044279
chr17	12610	ENSMUSG00000002668	Dennd1c	protein_coding	gene	ENSMUSG00000002668
chr17	1101	ENSMUSG00000117297	Gm49888	lncRNA	gene	ENSMUSG00000117297
chr17	806	ENSMUSG00000119983	Gm56907	lncRNA	gene	ENSMUSG00000119983
chr17	7717	ENSMUSG00000062591	Tubb4a	protein_coding	gene	ENSMUSG00000062591
chr17	14628	ENSMUSG00000079414	Gm11110	lncRNA	gene	ENSMUSG00000079414
chr17	2433	ENSMUSG00000035678	Tnfsf9	protein_coding	gene	ENSMUSG00000035678
chr17	3781	ENSMUSG00000019489	Cd70	protein_coding	gene	ENSMUSG00000019489
chr17	4686	ENSMUSG00000005824	Tnfsf14	protein_coding	gene	ENSMUSG00000005824
chr17	24167	ENSMUSG00000024164	C3	protein_coding	gene	ENSMUSG00000024164
chr17	13812	ENSMUSG00000005823	Gpr108	protein_coding	gene	ENSMUSG00000005823
chr17	14211	ENSMUSG00000019487	Trip10	protein_coding	gene	ENSMUSG00000019487
chr17	48932	ENSMUSG00000034116	Vav1	protein_coding	gene	ENSMUSG00000034116
chr17	124837	ENSMUSG00000004730	Adgre1	protein_coding	gene	ENSMUSG00000004730
chr17	39053	ENSMUSG00000090655	Vmn2r120	protein_coding	gene	ENSMUSG00000090655
chr17	640786	ENSMUSG00000038048	Cntnap5c	protein_coding	gene	ENSMUSG00000038048
chr17	155695	ENSMUSG00000117100	A330072L02Rik	lncRNA	gene	ENSMUSG00000117100
chr17	112568	ENSMUSG00000024227	Pdzph1	protein_coding	gene	ENSMUSG00000024227
chr17	28731	ENSMUSG00000086594	Nudt12os	lncRNA	gene	ENSMUSG00000086594
chr17	13755	ENSMUSG00000024228	Nudt12	protein_coding	gene	ENSMUSG00000024228
chr17	97670	ENSMUSG00000117191	Gm49853	lncRNA	gene	ENSMUSG00000117191
chr17	129458	ENSMUSG00000101606	Gm29051	lncRNA	gene	ENSMUSG00000101606
chr17	15002	ENSMUSG00000117036	Gm33890	lncRNA	gene	ENSMUSG00000117036
chr17	51800	ENSMUSG00000117066	Gm49860	lncRNA	gene	ENSMUSG00000117066
chr17	277134	ENSMUSG00000048915	Efna5	protein_coding	gene	ENSMUSG00000048915
chr17	442566	ENSMUSG00000023965	Fbxl17	protein_coding	gene	ENSMUSG00000023965
chr17	7528	ENSMUSG00000090565	4930405O22Rik	lncRNA	gene	ENSMUSG00000090565
chr17	276435	ENSMUSG00000000127	Fer	protein_coding	gene	ENSMUSG00000000127
chr17	50912	ENSMUSG00000024083	Pja2	protein_coding	gene	ENSMUSG00000024083
chr17	607	ENSMUSG00000120541	Gm56888	lncRNA	gene	ENSMUSG00000120541
chr17	41580	ENSMUSG00000073377	AU016765	lncRNA	gene	ENSMUSG00000073377
chr17	154375	ENSMUSG00000024085	Man2a1	protein_coding	gene	ENSMUSG00000024085
chr17	5247	ENSMUSG00000091160	Gm17133	lncRNA	gene	ENSMUSG00000091160
chr17	821	ENSMUSG00000117105	Dreh	lncRNA	gene	ENSMUSG00000117105
chr17	3549	ENSMUSG00000024088	4930583I09Rik	protein_coding	gene	ENSMUSG00000024088
chr17	284784	ENSMUSG00000045036	Tmem232	protein_coding	gene	ENSMUSG00000045036
chr17	35229	ENSMUSG00000024091	Vapa	protein_coding	gene	ENSMUSG00000024091
chr17	4662	ENSMUSG00000050612	Txndc2	protein_coding	gene	ENSMUSG00000050612
chr17	121024	ENSMUSG00000056515	Rab31	protein_coding	gene	ENSMUSG00000056515
chr17	59354	ENSMUSG00000061950	Ppp4r1	protein_coding	gene	ENSMUSG00000061950
chr17	37381	ENSMUSG00000024096	Ralbp1	protein_coding	gene	ENSMUSG00000024096
chr17	1395	ENSMUSG00000117335	Gm49870	lncRNA	gene	ENSMUSG00000117335
chr17	2616	ENSMUSG00000117250	Gm49871	lncRNA	gene	ENSMUSG00000117250
chr17	10951	ENSMUSG00000117229	Gm35550	lncRNA	gene	ENSMUSG00000117229
chr17	29255	ENSMUSG00000024098	Twsg1	protein_coding	gene	ENSMUSG00000024098
chr17	111392	ENSMUSG00000034647	Ankrd12	protein_coding	gene	ENSMUSG00000034647
chr17	22922	ENSMUSG00000024099	Ndufv2	protein_coding	gene	ENSMUSG00000024099
chr17	8959	ENSMUSG00000024101	Washc1	protein_coding	gene	ENSMUSG00000024101
chr17	28655	ENSMUSG00000035842	Ddx11	protein_coding	gene	ENSMUSG00000035842
chr17	6469	ENSMUSG00000117296	Gm20742	lncRNA	gene	ENSMUSG00000117296
chr17	4421	ENSMUSG00000117220	Gm49932	lncRNA	gene	ENSMUSG00000117220
chr17	16638	ENSMUSG00000121208	Gm56917	lncRNA	gene	ENSMUSG00000121208
chr17	112769	ENSMUSG00000052105	Mtcl1	protein_coding	gene	ENSMUSG00000052105
chr17	2746	ENSMUSG00000117003	Gm49937	lncRNA	gene	ENSMUSG00000117003
chr17	633	ENSMUSG00000121174	Gm56913	lncRNA	gene	ENSMUSG00000121174
chr17	25218	ENSMUSG00000023460	Rab12	protein_coding	gene	ENSMUSG00000023460
chr17	5798	ENSMUSG00000121111	Gm41608	lncRNA	gene	ENSMUSG00000121111
chr17	9410	ENSMUSG00000117235	Gm49938	lncRNA	gene	ENSMUSG00000117235
chr17	40117	ENSMUSG00000024105	Themis3	protein_coding	gene	ENSMUSG00000024105
chr17	687511	ENSMUSG00000033278	Ptprm	protein_coding	gene	ENSMUSG00000033278
chr17	6032	ENSMUSG00000114563	1700016K05Rik	lncRNA	gene	ENSMUSG00000114563
chr17	7294	ENSMUSG00000114291	Gm47471	lncRNA	gene	ENSMUSG00000114291
chr17	8910	ENSMUSG00000114492	Gm9984	lncRNA	gene	ENSMUSG00000114492
chr17	69585	ENSMUSG00000117029	Gm36201	lncRNA	gene	ENSMUSG00000117029
chr17	1760	ENSMUSG00000073375	Lrrc30	protein_coding	gene	ENSMUSG00000073375
chr17	125389	ENSMUSG00000032796	Lama1	protein_coding	gene	ENSMUSG00000032796
chr17	161408	ENSMUSG00000024043	Arhgap28	protein_coding	gene	ENSMUSG00000024043
chr17	147739	ENSMUSG00000117243	Gm49944	lncRNA	gene	ENSMUSG00000117243
chr17	1068	ENSMUSG00000117208	Gm49945	lncRNA	gene	ENSMUSG00000117208
chr17	13430	ENSMUSG00000117193	Gm36252	lncRNA	gene	ENSMUSG00000117193
chr17	506290	ENSMUSG00000041565	L3mbtl4	protein_coding	gene	ENSMUSG00000041565
chr17	16517	ENSMUSG00000095407	Tmem200c	protein_coding	gene	ENSMUSG00000095407
chr17	7386	ENSMUSG00000117004	Gm38593	lncRNA	gene	ENSMUSG00000117004
chr17	214307	ENSMUSG00000024044	Epb41l3	protein_coding	gene	ENSMUSG00000024044
chr17	1847	ENSMUSG00000100572	2410021H03Rik	lncRNA	gene	ENSMUSG00000100572
chr17	28720	ENSMUSG00000117323	Gm36487	lncRNA	gene	ENSMUSG00000117323
chr17	2005	ENSMUSG00000117069	Gm49894	lncRNA	gene	ENSMUSG00000117069
chr17	8150	ENSMUSG00000049672	Zbtb14	protein_coding	gene	ENSMUSG00000049672
chr17	22645	ENSMUSG00000096988	A930029G22Rik	lncRNA	gene	ENSMUSG00000096988
chr17	4278	ENSMUSG00000073374	C030034I22Rik	lncRNA	gene	ENSMUSG00000073374
chr17	49908	ENSMUSG00000091636	Akain1	protein_coding	gene	ENSMUSG00000091636
chr17	2271	ENSMUSG00000117053	A730049N16Rik	lncRNA	gene	ENSMUSG00000117053
chr17	9110	ENSMUSG00000117124	Gm49895	lncRNA	gene	ENSMUSG00000117124
chr17	30236	ENSMUSG00000117233	Gm36594	lncRNA	gene	ENSMUSG00000117233
chr17	852341	ENSMUSG00000003279	Dlgap1	protein_coding	gene	ENSMUSG00000003279
chr17	10254	ENSMUSG00000097282	5031415H12Rik	lncRNA	gene	ENSMUSG00000097282
chr17	40221	ENSMUSG00000117231	Gm41609	lncRNA	gene	ENSMUSG00000117231
chr17	1619	ENSMUSG00000093622	Gm20703	lncRNA	gene	ENSMUSG00000093622
chr17	9342	ENSMUSG00000047407	Tgif1	protein_coding	gene	ENSMUSG00000047407
chr17	295	ENSMUSG00000121122	Gm56904	lncRNA	gene	ENSMUSG00000121122
chr17	145	ENSMUSG00000121105	Gm56903	lncRNA	gene	ENSMUSG00000121105
chr17	50671	ENSMUSG00000097154	Gm26510	lncRNA	gene	ENSMUSG00000097154
chr17	3920	ENSMUSG00000117079	Gm41611	lncRNA	gene	ENSMUSG00000117079
chr17	17758	ENSMUSG00000034868	Myl12b	protein_coding	gene	ENSMUSG00000034868
chr17	9223	ENSMUSG00000024048	Myl12a	protein_coding	gene	ENSMUSG00000024048
chr17	124224	ENSMUSG00000024049	Myom1	protein_coding	gene	ENSMUSG00000024049
chr17	37450	ENSMUSG00000117315	1600022D10Rik	lncRNA	gene	ENSMUSG00000117315
chr17	67258	ENSMUSG00000024052	Lpin2	protein_coding	gene	ENSMUSG00000024052
chr17	59807	ENSMUSG00000024053	Emilin2	protein_coding	gene	ENSMUSG00000024053
chr17	24351	ENSMUSG00000117137	4930471L23Rik	lncRNA	gene	ENSMUSG00000117137
chr17	8604	ENSMUSG00000117199	Gm4566	lncRNA	gene	ENSMUSG00000117199
chr17	130855	ENSMUSG00000024054	Smchd1	protein_coding	gene	ENSMUSG00000024054
chr17	30758	ENSMUSG00000024056	Ndc80	protein_coding	gene	ENSMUSG00000024056
chr17	29648	ENSMUSG00000121397	ENSMUSG00000121397	lncRNA	gene	ENSMUSG00000121397
chr17	37473	ENSMUSG00000052525	Spdya	protein_coding	gene	ENSMUSG00000052525
chr17	41772	ENSMUSG00000085492	Trmt61b	lncRNA	gene	ENSMUSG00000085492
chr17	3155	ENSMUSG00000117637	Gm30091	lncRNA	gene	ENSMUSG00000117637
chr17	43137	ENSMUSG00000041057	Wdr43	protein_coding	gene	ENSMUSG00000041057
chr17	56409	ENSMUSG00000045761	Togaram2	protein_coding	gene	ENSMUSG00000045761
chr17	969	ENSMUSG00000089779	Gm15641	lncRNA	gene	ENSMUSG00000089779
chr17	9340	ENSMUSG00000044375	Pcare	protein_coding	gene	ENSMUSG00000044375
chr17	95801	ENSMUSG00000024059	Clip4	protein_coding	gene	ENSMUSG00000024059
chr17	735656	ENSMUSG00000055471	Alk	protein_coding	gene	ENSMUSG00000055471
chr17	14743	ENSMUSG00000039770	Ypel5	protein_coding	gene	ENSMUSG00000039770
chr17	23643	ENSMUSG00000024063	Lbh	protein_coding	gene	ENSMUSG00000024063
chr17	8127	ENSMUSG00000117096	Gm30420	lncRNA	gene	ENSMUSG00000117096
chr17	745	ENSMUSG00000120305	Gm30476	lncRNA	gene	ENSMUSG00000120305
chr17	135384	ENSMUSG00000054469	Lclat1	protein_coding	gene	ENSMUSG00000054469
chr17	9671	ENSMUSG00000117292	E330032C10Rik	lncRNA	gene	ENSMUSG00000117292
chr17	94403	ENSMUSG00000043705	Capn13	protein_coding	gene	ENSMUSG00000043705
chr17	217226	ENSMUSG00000024064	Galnt14	protein_coding	gene	ENSMUSG00000024064
chr17	26892	ENSMUSG00000117023	Gm49876	lncRNA	gene	ENSMUSG00000117023
chr17	26524	ENSMUSG00000117118	Gm49878	lncRNA	gene	ENSMUSG00000117118
chr17	4630	ENSMUSG00000090168	D630014O11Rik	lncRNA	gene	ENSMUSG00000090168
chr17	27961	ENSMUSG00000024065	Ehd3	protein_coding	gene	ENSMUSG00000024065
chr17	66302	ENSMUSG00000024066	Xdh	protein_coding	gene	ENSMUSG00000024066
chr17	30962	ENSMUSG00000038541	Srd5a2	protein_coding	gene	ENSMUSG00000038541
chr17	24563	ENSMUSG00000117226	Gm31235	lncRNA	gene	ENSMUSG00000117226
chr17	96486	ENSMUSG00000058704	Memo1	protein_coding	gene	ENSMUSG00000058704
chr17	24471	ENSMUSG00000024067	Dpy30	protein_coding	gene	ENSMUSG00000024067
chr17	977	ENSMUSG00000120922	Gm56895	lncRNA	gene	ENSMUSG00000120922
chr17	52129	ENSMUSG00000024068	Spast	protein_coding	gene	ENSMUSG00000024068
chr17	28614	ENSMUSG00000024069	Slc30a6	protein_coding	gene	ENSMUSG00000024069
chr17	33705	ENSMUSG00000039193	Nlrc4	protein_coding	gene	ENSMUSG00000039193
chr17	10785	ENSMUSG00000024072	Yipf4	protein_coding	gene	ENSMUSG00000024072
chr17	8462	ENSMUSG00000117358	Gm31645	lncRNA	gene	ENSMUSG00000117358
chr17	175062	ENSMUSG00000024073	Birc6	protein_coding	gene	ENSMUSG00000024073
chr17	41739	ENSMUSG00000097546	Gm26749	lncRNA	gene	ENSMUSG00000097546
chr17	145839	ENSMUSG00000024078	Ttc27	protein_coding	gene	ENSMUSG00000024078
chr17	47794	ENSMUSG00000117444	Gm50020	lncRNA	gene	ENSMUSG00000117444
chr17	7937	ENSMUSG00000117441	Gm50021	lncRNA	gene	ENSMUSG00000117441
chr17	8110	ENSMUSG00000117560	Gm31759	lncRNA	gene	ENSMUSG00000117560
chr17	7424	ENSMUSG00000117342	Gm31818	lncRNA	gene	ENSMUSG00000117342
chr17	386945	ENSMUSG00000001870	Ltbp1	protein_coding	gene	ENSMUSG00000001870
chr17	93159	ENSMUSG00000071042	Rasgrp3	protein_coding	gene	ENSMUSG00000071042
chr17	14861	ENSMUSG00000002017	Fam98a	protein_coding	gene	ENSMUSG00000002017
chr17	28017	ENSMUSG00000117539	Gm4710	lncRNA	gene	ENSMUSG00000117539
chr17	11655	ENSMUSG00000117598	Gm50028	lncRNA	gene	ENSMUSG00000117598
chr17	770	ENSMUSG00000117648	Gm32282	lncRNA	gene	ENSMUSG00000117648
chr17	176345	ENSMUSG00000024074	Crim1	protein_coding	gene	ENSMUSG00000024074
chr17	48941	ENSMUSG00000056121	Fez2	protein_coding	gene	ENSMUSG00000056121
chr17	1542	ENSMUSG00000117525	Gm50034	lncRNA	gene	ENSMUSG00000117525
chr17	119345	ENSMUSG00000024076	Vit	protein_coding	gene	ENSMUSG00000024076
chr17	87284	ENSMUSG00000024077	Strn	protein_coding	gene	ENSMUSG00000024077
chr17	82467	ENSMUSG00000039414	Heatr5b	protein_coding	gene	ENSMUSG00000039414
chr17	12742	ENSMUSG00000050668	Gpatch11	protein_coding	gene	ENSMUSG00000050668
chr17	30010	ENSMUSG00000024079	Eif2ak2	protein_coding	gene	ENSMUSG00000024079
chr17	23055	ENSMUSG00000038045	Sult6b1	protein_coding	gene	ENSMUSG00000038045
chr17	4550	ENSMUSG00000062691	Cebpzos	protein_coding	gene	ENSMUSG00000062691
chr17	18061	ENSMUSG00000024081	Cebpz	protein_coding	gene	ENSMUSG00000024081
chr17	10917	ENSMUSG00000024082	Ndufaf7	protein_coding	gene	ENSMUSG00000024082
chr17	71412	ENSMUSG00000024070	Prkd3	protein_coding	gene	ENSMUSG00000024070
chr17	38473	ENSMUSG00000024084	Qpct	protein_coding	gene	ENSMUSG00000024084
chr17	21365	ENSMUSG00000036533	Cdc42ep3	protein_coding	gene	ENSMUSG00000036533
chr17	3324	ENSMUSG00000118651	Gm17315	lncRNA	gene	ENSMUSG00000118651
chr17	536	ENSMUSG00000120330	Gm56883	lncRNA	gene	ENSMUSG00000120330
chr17	12858	ENSMUSG00000120381	Gm32954	lncRNA	gene	ENSMUSG00000120381
chr17	81330	ENSMUSG00000036368	Rmdn2	protein_coding	gene	ENSMUSG00000036368
chr17	1482	ENSMUSG00000121204	Gm56916	lncRNA	gene	ENSMUSG00000121204
chr17	13525	ENSMUSG00000024087	Cyp1b1	protein_coding	gene	ENSMUSG00000024087
chr17	11204	ENSMUSG00000117426	Gm33055	lncRNA	gene	ENSMUSG00000117426
chr17	3097	ENSMUSG00000117616	Gm49984	lncRNA	gene	ENSMUSG00000117616
chr17	1980	ENSMUSG00000117394	1700106O07Rik	lncRNA	gene	ENSMUSG00000117394
chr17	1035	ENSMUSG00000117561	Gm49985	lncRNA	gene	ENSMUSG00000117561
chr17	47734	ENSMUSG00000059811	Atl2	protein_coding	gene	ENSMUSG00000059811
chr17	4310	ENSMUSG00000117415	Gm41625	lncRNA	gene	ENSMUSG00000117415
chr17	32848	ENSMUSG00000024095	Hnrnpll	protein_coding	gene	ENSMUSG00000024095
chr17	57631	ENSMUSG00000035473	Galm	protein_coding	gene	ENSMUSG00000035473
chr17	7228	ENSMUSG00000024097	Srsf7	protein_coding	gene	ENSMUSG00000024097
chr17	10477	ENSMUSG00000046196	Ttc39d	protein_coding	gene	ENSMUSG00000046196
chr17	4057	ENSMUSG00000055760	Gemin6	protein_coding	gene	ENSMUSG00000055760
chr17	52168	ENSMUSG00000035051	Dhx57	protein_coding	gene	ENSMUSG00000035051
chr17	3584	ENSMUSG00000117440	Gm50087	lncRNA	gene	ENSMUSG00000117440
chr17	7274	ENSMUSG00000045257	Morn2	protein_coding	gene	ENSMUSG00000045257
chr17	92675	ENSMUSG00000054901	Arhgef33	protein_coding	gene	ENSMUSG00000054901
chr17	1713	ENSMUSG00000066938	Gm10190	lncRNA	gene	ENSMUSG00000066938
chr17	86703	ENSMUSG00000024241	Sos1	protein_coding	gene	ENSMUSG00000024241
chr17	54264	ENSMUSG00000033966	Cdkl4	protein_coding	gene	ENSMUSG00000033966
chr17	10479	ENSMUSG00000117375	Gm33373	lncRNA	gene	ENSMUSG00000117375
chr17	147974	ENSMUSG00000024242	Map4k3	protein_coding	gene	ENSMUSG00000024242
chr17	36330	ENSMUSG00000112121	C230072F16Rik	lncRNA	gene	ENSMUSG00000112121
chr17	2263	ENSMUSG00000120134	Gm56880	lncRNA	gene	ENSMUSG00000120134
chr17	57185	ENSMUSG00000024245	Tmem178	protein_coding	gene	ENSMUSG00000024245
chr17	38751	ENSMUSG00000024246	Thumpd2	protein_coding	gene	ENSMUSG00000024246
chr17	5462	ENSMUSG00000117413	Gm50044	lncRNA	gene	ENSMUSG00000117413
chr17	365273	ENSMUSG00000054640	Slc8a1	protein_coding	gene	ENSMUSG00000054640
chr17	44833	ENSMUSG00000117399	Gm19689	lncRNA	gene	ENSMUSG00000117399
chr17	1728	ENSMUSG00000100154	Gm29052	lncRNA	gene	ENSMUSG00000100154
chr17	22724	ENSMUSG00000117509	Gm46606	lncRNA	gene	ENSMUSG00000117509
chr17	9779	ENSMUSG00000024247	Pkdcc	protein_coding	gene	ENSMUSG00000024247
chr17	129431	ENSMUSG00000032624	Eml4	protein_coding	gene	ENSMUSG00000032624
chr17	15413	ENSMUSG00000024248	Cox7a2l	protein_coding	gene	ENSMUSG00000024248
chr17	45939	ENSMUSG00000045053	Kcng3	protein_coding	gene	ENSMUSG00000045053
chr17	115354	ENSMUSG00000055817	Mta3	protein_coding	gene	ENSMUSG00000055817
chr17	6402	ENSMUSG00000121244	Gm46597	lncRNA	gene	ENSMUSG00000121244
